word;ua_word;date;week_date;month_date;level
learn ;дізнаватися,вчитися ;1.0;1.0;1.0;1.0
least ;найменш, мінімум ;1.0;1.0;1.0;1.0
leave ;залишати, покидати ;1.0;1.0;1.0;1.0
left ;зліва ;1.0;1.0;1.0;1.0
leg ;нога, гомілка, вдаряти ногою ;1.0;1.0;1.0;1.0
less ;менше, менший, другорядний ;1.0;1.0;1.0;1.0
lesson ;урок ;1.0;1.0;1.0;1.0
let ;нехай, дозволяти, пускати ;1.0;1.0;1.0;1.0
let’s ;давайте ;1.0;1.0;1.0;1.0
letter ;лист, літера, буква ;1.0;1.0;1.0;1.0
level ;рівень ;1.0;1.0;1.0;1.0
library ;бібліотека ;1.0;1.0;1.0;1.0
lie ;"брехати; лежати ";1.0;1.0;1.0;1.0
life ;життя ;1.0;1.0;1.0;1.0
lift ;піднімати ;1.0;1.0;1.0;1.0
light ;світло, легко ;1.0;1.0;1.0;1.0
like ;"схожий, подібний; подобатися ";1.0;1.0;1.0;1.0
limit ;обмежувати, межа ;1.0;1.0;1.0;1.0
line ;лінія ;1.0;1.0;1.0;1.0
lip ;губа, край ;1.0;1.0;1.0;1.0
list ;список ;1.0;1.0;1.0;1.0
listen ;слухати ;1.0;1.0;1.0;1.0
little ;маленький, мало ;1.0;1.0;1.0;1.0
live ;жити ;1.0;1.0;1.0;1.0
local ;місцевий ;1.0;1.0;1.0;1.0
long ;довго ;1.0;1.0;1.0;1.0
look ;дивитися, погляд ;1.0;1.0;1.0;1.0
lose ;втратити, програти ;1.0;1.0;1.0;1.0
lot ;"багато; ділянка (землі); лот ";1.0;1.0;1.0;1.0
love ;любов ;1.0;1.0;1.0;1.0
low ;низький ;1.0;1.0;1.0;1.0
lunch ;обід ;1.0;1.0;1.0;1.0
machine ;машина, механізм ;1.0;1.0;1.0;1.0
main ;основний, головний ;1.0;1.0;1.0;1.0
make ;робити ;1.0;1.0;1.0;1.0
made ;зроблено ;1.0;1.0;1.0;1.0
man / men ;людина, чоловік ;1.0;1.0;1.0;1.0
many ;багато ;1.0;1.0;1.0;1.0
map ;карта ;1.0;1.0;1.0;1.0
march ;"березень; марш ";1.0;1.0;1.0;1.0
mark ;знак, марка, маркувати ;1.0;1.0;1.0;1.0
market ;ринок, продаж ;1.0;1.0;1.0;1.0
material ;матеріал ;1.0;1.0;1.0;1.0
matter ;"матерія; питання; суть (What's is matter? - Що трапилося?)";1.0;1.0;1.0;1.0
may ;"могти; травень ";1.0;1.0;1.0;1.0
maybe ;можливо ;1.0;1.0;1.0;1.0
me ;мені ;1.0;1.0;1.0;1.0
mean ;означати, значити, мати на увазі ;1.0;1.0;1.0;1.0
meant ;означало ;1.0;1.0;1.0;1.0
means ;кошти, засоби ;1.0;1.0;1.0;1.0
measure ;міра, вимірювати ;1.0;1.0;1.0;1.0
meat ;"м'ясо, м'ясистий; змістовний ";1.0;1.0;1.0;1.0
meet ;зустрічатися, збиратися ;1.0;1.0;1.0;1.0
meeting ;мітинг,засідання,зустріч ;1.0;1.0;1.0;1.0
member ;член ;1.0;1.0;1.0;1.0
message ;повідомлення ;1.0;1.0;1.0;1.0
middle ;середина, середній ;1.0;1.0;1.0;1.0
milk ;молоко ;1.0;1.0;1.0;1.0
million ;мільйон ;1.0;1.0;1.0;1.0
mind ;розум, думка, пам'ятати ;1.0;1.0;1.0;1.0
mine ;"моя, мої, моє; рудник, копальня ";1.0;1.0;1.0;1.0
minute ;хвилина ;1.0;1.0;1.0;1.0
miss ;"промах, пропускати, упустити; відсутній; міс, панянка";1.0;1.0;1.0;1.0
missus / mrs ;пані, місіс ;1.0;1.0;1.0;1.0
mistake ;помилятися, помилка ;1.0;1.0;1.0;1.0
mister / mr ;пан, містер ;1.0;1.0;1.0;1.0
moment ;момент, мить ;1.0;1.0;1.0;1.0
monday ;понеділок ;1.0;1.0;1.0;1.0
money ;гроші ;1.0;1.0;1.0;1.0
month ;місяць ;1.0;1.0;1.0;1.0
moon ;Місяць (планета) ;1.0;1.0;1.0;1.0
more ;більше,ще ;1.0;1.0;1.0;1.0
morning ;ранок ;1.0;1.0;1.0;1.0
most ;найбільший ;1.0;1.0;1.0;1.0
mother ;мама ;1.0;1.0;1.0;1.0
mountain ;гора,гірський ;1.0;1.0;1.0;1.0
mouth ;рот, вуста ;1.0;1.0;1.0;1.0
move ;рухати, рух ;1.0;1.0;1.0;1.0
much ;багато, дуже ;1.0;1.0;1.0;1.0
music ;музика, музичний ;1.0;1.0;1.0;1.0
must ;повинен ;1.0;1.0;1.0;1.0
my ;мій, моє ;1.0;1.0;1.0;1.0
name ;ім'я ;1.0;1.0;1.0;1.0
narrow ;вузький, тісний, обмежений ;1.0;1.0;1.0;1.0
national ;національний, народний ;1.0;1.0;1.0;1.0
natural ;натуральний, природний ;1.0;1.0;1.0;1.0
nature ;природа, характер ;1.0;1.0;1.0;1.0
near ;близький, біля, ближній, наближатися;1.0;1.0;1.0;1.0
nearly ;майже ;1.0;1.0;1.0;1.0
necessary ;необхідно, необхідність ;1.0;1.0;1.0;1.0
neck ;шия, шийка ;1.0;1.0;1.0;1.0
need ;потрібно, потреба ;1.0;1.0;1.0;1.0
neither ;жоден (ні той, ні інший) ;1.0;1.0;1.0;1.0
never ;ніколи ;1.0;1.0;1.0;1.0
new ;новий, заново ;1.0;1.0;1.0;1.0
news ;новини ;1.0;1.0;1.0;1.0
newspaper ;газета ;1.0;1.0;1.0;1.0
next ;наступний, потім ;1.0;1.0;1.0;1.0
nice ;хороший, приємний ;1.0;1.0;1.0;1.0
night ;ніч ;1.0;1.0;1.0;1.0
nine ;дев'ять ;1.0;1.0;1.0;1.0
nineteen ;дев'ятнадцять ;1.0;1.0;1.0;1.0
ninety ;дев'яносто ;1.0;1.0;1.0;1.0
no ;ні, ніякий, ніхто ;1.0;1.0;1.0;1.0
nobody ;ніхто ;1.0;1.0;1.0;1.0
noise ;шум, гомін ;1.0;1.0;1.0;1.0
nor ;ні, ані ;1.0;1.0;1.0;1.0
north ;північ ;1.0;1.0;1.0;1.0
nose ;ніс ;1.0;1.0;1.0;1.0
not ;не ;1.0;1.0;1.0;1.0
note ;"занотувати, записати, помічати, відмічати; примітка; нота";1.0;1.0;1.0;1.0
nothing ;нічого, даремно, марно ;1.0;1.0;1.0;1.0
notice ;"замітка; помічати, звертати увагу ";1.0;1.0;1.0;1.0
november ;листопад ;1.0;1.0;1.0;1.0
now ;зараз, негайно ;1.0;1.0;1.0;1.0
number ;число.номер ;1.0;1.0;1.0;1.0
o’clock ;годин ;1.0;1.0;1.0;1.0
object ;об'єкт ;1.0;1.0;1.0;1.0
october ;жовтень ;1.0;1.0;1.0;1.0
of ;з, від, про, до, (визначає приналежність до певного об'єкта: capital of Ukraine - столиця України);1.0;1.0;1.0;1.0
off;"(зазвичай вживається в комбінації з іншими словами і зазвичай
означає віддалення, відокремлення, вимкнення)";1.0;1.0;1.0;1.0
offer ;пропозиція, пропонувати ;1.0;1.0;1.0;1.0
office ;офіс, контора ;1.0;1.0;1.0;1.0
officer ;офіцер ;1.0;1.0;1.0;1.0
official ;офіційний ;1.0;1.0;1.0;1.0
often ;часто ;1.0;1.0;1.0;1.0
oil ;олія, нафта ;1.0;1.0;1.0;1.0
old ;старий, давній ;1.0;1.0;1.0;1.0
on ;на ;1.0;1.0;1.0;1.0
once ;колись, одного разу ;1.0;1.0;1.0;1.0
one ;один ;1.0;1.0;1.0;1.0
only ;тільки ;1.0;1.0;1.0;1.0
open ;відкрити ;1.0;1.0;1.0;1.0
operation ;операція ;1.0;1.0;1.0;1.0
opinion ;думка, погляд, по-моєму ;1.0;1.0;1.0;1.0
opposite ;навпаки, проти ;1.0;1.0;1.0;1.0
or ;або ;1.0;1.0;1.0;1.0
orange ;помаранчевий ;1.0;1.0;1.0;1.0
order ;"порядок; замовлення ";1.0;1.0;1.0;1.0
other ;інший, інакше ;1.0;1.0;1.0;1.0
our ;наш, нам ;1.0;1.0;1.0;1.0
out ;за, вихід ;1.0;1.0;1.0;1.0
outside ;за межами ;1.0;1.0;1.0;1.0
over ;більше, надлишок ;1.0;1.0;1.0;1.0
own ;власний, володіти, мати ;1.0;1.0;1.0;1.0
page ;сторінка ;1.0;1.0;1.0;1.0
pain ;біль, завдавати болю ;1.0;1.0;1.0;1.0
paint ;фарба, фарбувати ;1.0;1.0;1.0;1.0
pair ;пара, парний ;1.0;1.0;1.0;1.0
paper ;папір, обклеювати ;1.0;1.0;1.0;1.0
park ;парк ;1.0;1.0;1.0;1.0
part ;частина ;1.0;1.0;1.0;1.0
party ;"партія; вечірка ";1.0;1.0;1.0;1.0
pass ;прохід, проходити, передати ;1.0;1.0;1.0;1.0
past ;минуле ;1.0;1.0;1.0;1.0
patient ;"пацієнт; терплячий ";1.0;1.0;1.0;1.0
pay ;платити, плата ;1.0;1.0;1.0;1.0
peace ;мир, спокій ;1.0;1.0;1.0;1.0
pen ;ручка ;1.0;1.0;1.0;1.0
pencil ;олівець ;1.0;1.0;1.0;1.0
people ;народ ;1.0;1.0;1.0;1.0
perhaps ;можливо, либонь ;1.0;1.0;1.0;1.0
period ;період ;1.0;1.0;1.0;1.0
person ;людина, особа ;1.0;1.0;1.0;1.0
pick ;"вибір, вибирати; добирати, збирати (фрукти, квіти)";1.0;1.0;1.0;1.0
picture ;картина, зображати ;1.0;1.0;1.0;1.0
piece ;шматок, частка ;1.0;1.0;1.0;1.0
pink ;рожевий ;1.0;1.0;1.0;1.0
place ;"місце; розмістити покласти, поставити";1.0;1.0;1.0;1.0
plan ;план, планувати ;1.0;1.0;1.0;1.0
plant ;"рослина; завоад ";1.0;1.0;1.0;1.0
plate ;"плита, пластина; тарілка ";1.0;1.0;1.0;1.0
play ;гра, грати ;1.0;1.0;1.0;1.0
please ;"будь-ласка; подобатися ";1.0;1.0;1.0;1.0
point ;крапка, пункт, місце ;1.0;1.0;1.0;1.0
police ;поліція ;1.0;1.0;1.0;1.0
political ;політичний ;1.0;1.0;1.0;1.0
poor ;бідний, незаможний ;1.0;1.0;1.0;1.0
position ;позиція, положення ;1.0;1.0;1.0;1.0
possible ;можливий ;1.0;1.0;1.0;1.0
post ;пост, пошта ;1.0;1.0;1.0;1.0
power ;"сила, енергія; влада ";1.0;1.0;1.0;1.0
practice ;практика ;1.0;1.0;1.0;1.0
prepare ;підготовлювати ;1.0;1.0;1.0;1.0
present;"1) присутній, теперішній, нинішній; 2)представляти";1.0;1.0;1.0;1.0
press ;"преса, друк; тиснути, тиск ";1.0;1.0;1.0;1.0
pretty ;"гарненький, приємний; досить ";1.0;1.0;1.0;1.0
price ;ціна, оцінювати ;1.0;1.0;1.0;1.0
private ;"приватний, особистий; рядовий (арм. звання)";1.0;1.0;1.0;1.0
probably ;ймовірно, мабуть ;1.0;1.0;1.0;1.0
problem ;проблема ;1.0;1.0;1.0;1.0
produce ;виробляти, виріб ;1.0;1.0;1.0;1.0
product ;продукт ;1.0;1.0;1.0;1.0
program(me) ;програма ;1.0;1.0;1.0;1.0
promise ;обіцянка, обіцяти ;1.0;1.0;1.0;1.0
prove ;доводити, доказувати ;1.0;1.0;1.0;1.0
provide ;постачати, забезпечувати ;1.0;1.0;1.0;1.0
public ;публічний, громадський, публіка, громадськість;1.0;1.0;1.0;1.0
pull ;потягти, потягнути, тяга ;1.0;1.0;1.0;1.0
pupil ;учень ;1.0;1.0;1.0;1.0
purpose ;намір, мета, мати за мету ;1.0;1.0;1.0;1.0
push ;штовхати, поштовх ;1.0;1.0;1.0;1.0
put ;покласти, поставити ;1.0;1.0;1.0;1.0
quality ;якість, властивість ;1.0;1.0;1.0;1.0
quarter ;квартал, чверть ;1.0;1.0;1.0;1.0
question ;питання ;1.0;1.0;1.0;1.0
quick ;швидко, швидкий, жвавий ;1.0;1.0;1.0;1.0
quickly ;швидко ;1.0;1.0;1.0;1.0
quiet ;тихий, тиша ;1.0;1.0;1.0;1.0
quite ;цілком, майже ;1.0;1.0;1.0;1.0
race ;"гонки, перегони; раса ";1.0;1.0;1.0;1.0
radio ;радіо ;1.0;1.0;1.0;1.0
rain ;дощ ;1.0;1.0;1.0;1.0
raise ;підвищення, зростання ;1.0;1.0;1.0;1.0
range ;ряд, порядок (обрахунку) ;1.0;1.0;1.0;1.0
rate ;"норма, ставка; рівень (напр. рівень злочинності)";1.0;1.0;1.0;1.0
rather ;вірніше ;1.0;1.0;1.0;1.0
reach ;досягти, дотягтись, досяжність ;1.0;1.0;1.0;1.0
read ;читати ;1.0;1.0;1.0;1.0
ready ;готовий ;1.0;1.0;1.0;1.0
real ;дійсний, реальний ;1.0;1.0;1.0;1.0
really ;дійсно ;1.0;1.0;1.0;1.0
reason ;"причина, мотив; розуміння ";1.0;1.0;1.0;1.0
receive ;отримувати ;1.0;1.0;1.0;1.0
recognize ;визнати, розпізнавати ;1.0;1.0;1.0;1.0
record ;"запис, записувати; рекордний ";1.0;1.0;1.0;1.0
red ;червоний ;1.0;1.0;1.0;1.0
remain ;залишатися ;1.0;1.0;1.0;1.0
remember ;пам'ятати ;1.0;1.0;1.0;1.0
repeat ;повторити ;1.0;1.0;1.0;1.0
reply ;відповідь ;1.0;1.0;1.0;1.0
report ;повідомляти, доповідати, доповідь;1.0;1.0;1.0;1.0
represent ;представляти ;1.0;1.0;1.0;1.0
respect ;повага, поважати ;1.0;1.0;1.0;1.0
rest ;"відпочинок, відпочивати; решта ";1.0;1.0;1.0;1.0
restaurant ;ресторан ;1.0;1.0;1.0;1.0
result ;результат ;1.0;1.0;1.0;1.0
return ;повернення ;1.0;1.0;1.0;1.0
rich ;багатий ;1.0;1.0;1.0;1.0
ride ;їздити, кататися ;1.0;1.0;1.0;1.0
right ;"право; правильний ";1.0;1.0;1.0;1.0
ring ;"кільце, коло; ринг ";1.0;1.0;1.0;1.0
rise ;зростання ;1.0;1.0;1.0;1.0
river ;річка ;1.0;1.0;1.0;1.0
road ;дорога ;1.0;1.0;1.0;1.0
rock ;"скеля; хитати ";1.0;1.0;1.0;1.0
roll ;"рулон; катати, котитися ";1.0;1.0;1.0;1.0
room ;кімната ;1.0;1.0;1.0;1.0
round ;"круг, круговий; навколо; раунд ";1.0;1.0;1.0;1.0
rule ;правило, правити, керувати ;1.0;1.0;1.0;1.0
run ;бігти ;1.0;1.0;1.0;1.0
ran ;побіг ;1.0;1.0;1.0;1.0
sad ;сумний ;1.0;1.0;1.0;1.0
sale ;продаж ;1.0;1.0;1.0;1.0
same ;той самий, такий же ;1.0;1.0;1.0;1.0
saturday ;субота ;1.0;1.0;1.0;1.0
save ;зберегти, зберігати, оберігати ;1.0;1.0;1.0;1.0
say ;сказати ;1.0;1.0;1.0;1.0
said ;говорив ;1.0;1.0;1.0;1.0
school ;школа ;1.0;1.0;1.0;1.0
science ;наука ;1.0;1.0;1.0;1.0
sea ;море ;1.0;1.0;1.0;1.0
season ;сезон ;1.0;1.0;1.0;1.0
seat ;сидіння, усаджувати ;1.0;1.0;1.0;1.0
second ;"другий; секунда ";1.0;1.0;1.0;1.0
secret ;секрет ;1.0;1.0;1.0;1.0
secretary ;секретар ;1.0;1.0;1.0;1.0
section ;розділ, секція ;1.0;1.0;1.0;1.0
see ;бачити ;1.0;1.0;1.0;1.0
seem ;здається, ввижається ;1.0;1.0;1.0;1.0
sell ;продавати ;1.0;1.0;1.0;1.0
send ;відправити ;1.0;1.0;1.0;1.0
sent ;надісланий ;1.0;1.0;1.0;1.0
sense ;"почуття, відчуття; сенс, смисл ";1.0;1.0;1.0;1.0
sentence ;"речення; присуджувати, вирок ";1.0;1.0;1.0;1.0
separate ;окремий ;1.0;1.0;1.0;1.0
september ;вересень ;1.0;1.0;1.0;1.0
serious ;серйозний ;1.0;1.0;1.0;1.0
serve ;служити ;1.0;1.0;1.0;1.0
service ;обслуговування, служба ;1.0;1.0;1.0;1.0
set ;"ставити, класти; набір, комплект ";1.0;1.0;1.0;1.0
seven ;сім ;1.0;1.0;1.0;1.0
seventeen ;сімнадцять ;1.0;1.0;1.0;1.0
seventy ;сімдесят ;1.0;1.0;1.0;1.0
several ;кілька ;1.0;1.0;1.0;1.0
shake ;трусити, трясти ;1.0;1.0;1.0;1.0
shall ;(допоміжне дієслово, яке утворює майбутній час), повинен;1.0;1.0;1.0;1.0
share ;"поділитися (чимось); частка, частина";1.0;1.0;1.0;1.0
sharp ;"гострий; різкий ";1.0;1.0;1.0;1.0
she ;вона, жінка ;1.0;1.0;1.0;1.0
ship ;"судно; перевозити ";1.0;1.0;1.0;1.0
shirt ;сорочка, блузка ;1.0;1.0;1.0;1.0
shoe ;черевик ;1.0;1.0;1.0;1.0
shoot ;стріляти ;1.0;1.0;1.0;1.0
shop ;магазин, робити покупки ;1.0;1.0;1.0;1.0
short ;короткий ;1.0;1.0;1.0;1.0
should ;(допоміжне дієслово, яке утворює минулий час), повинен;1.0;1.0;1.0;1.0
shoulder ;плече ;1.0;1.0;1.0;1.0
show ;показувати, видовище, вистава ;1.0;1.0;1.0;1.0
shut ;зачинятись, закривати ;1.0;1.0;1.0;1.0
side ;сторона, бік ;1.0;1.0;1.0;1.0
sight ;"погляд, зір; вигляд; побачити ";1.0;1.0;1.0;1.0
sign ;"знак, ознака; підписувати ";1.0;1.0;1.0;1.0
simple ;простий ;1.0;1.0;1.0;1.0
since ;"з (напр., з 1970 року); відтоді ";1.0;1.0;1.0;1.0
sing ;співати ;1.0;1.0;1.0;1.0
single ;єдиний, самотній ;1.0;1.0;1.0;1.0
sir ;пан ;1.0;1.0;1.0;1.0
sister ;сестра ;1.0;1.0;1.0;1.0
sit ;сидіти, сідати ;1.0;1.0;1.0;1.0
sat ;сидів ;1.0;1.0;1.0;1.0
situation ;ситуація ;1.0;1.0;1.0;1.0
six ;шість ;1.0;1.0;1.0;1.0
sixteen ;шіснадцять ;1.0;1.0;1.0;1.0
sixty ;шістдесят ;1.0;1.0;1.0;1.0
size ;розмір ;1.0;1.0;1.0;1.0
skin ;"шкіра, оболочка; здирати шкіру ";1.0;1.0;1.0;1.0
sky ;небо ;1.0;1.0;1.0;1.0
sleep ;спати, сон ;1.0;1.0;1.0;1.0
slow ;повільний ;1.0;1.0;1.0;1.0
slowly ;повільно ;1.0;1.0;1.0;1.0
small ;маленький, незначний ;1.0;1.0;1.0;1.0
smell ;запах, нюх, нюхати ;1.0;1.0;1.0;1.0
smile ;посмішка ;1.0;1.0;1.0;1.0
smoke ;дим, палити ;1.0;1.0;1.0;1.0
snow ;сніг, снігопад ;1.0;1.0;1.0;1.0
so ;"отже, таким чином; так ";1.0;1.0;1.0;1.0
social ;соціальний, суспільний ;1.0;1.0;1.0;1.0
society ;суспільство, громада ;1.0;1.0;1.0;1.0
soft ;м'який ;1.0;1.0;1.0;1.0
solution ;"рішення, вирішення; розчин ";1.0;1.0;1.0;1.0
some ;деякі, якісь ;1.0;1.0;1.0;1.0
someone ;хтось, дехто ;1.0;1.0;1.0;1.0
